"body","PR_ID","acknowledgement","action","apology","citation","code","commit","disagreement","emoji","greeting","offer","opinion","question","request","requirement","statement","suggestion","summon","thank","welcome"
"`_x000D_
Puma caught this error: Error loading the 'sqlite3' Active Record adapter. _x000D_
Missing a gem it depends on? can't activate sqlite3 (~> 1.3.6), already activated sqlite3-1.4.0. Make sure all dependencies are added to Gemfile. (LoadError)_x000D_
`","C 0000967",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"@zhenxingdev Please, check https://github.com/rails/rails/issues/35153#issuecomment-460455573","C 0000968",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Thanks!","C 0000969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Thanks!","C 0000970",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
":scissors: this extra newline, please.","C 0000971",1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"I have completed removing extra newline.","C 0000972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Can you show where the generator and the doc generates the `to:` form? Those two versions don't have two inconsistent hash format, they actually have two different argument numbers. The `get 'post/:id' => 'posts#show'` only has one argument, `get 'post/:id', to: 'posts#show'` have two._x000D_
_x000D_
I'm almost sure `get 'post/:id' => 'posts#show'` is the preferred by the framework and I could not find where the generator generates the `get 'post/:id', to: 'posts#show'` form.","C 0000973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"We don't generate this code, but I do agree the latter syntax is better so I merged.","C 0000974",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"> Can you show where the generator and the doc generates the to: form? _x000D_
_x000D_
Sorry if that was unclear: I meant the generated resourceful routes use Ruby 1.9 hash syntax.","C 0000975",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"👍 ","C 0000976",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Thanks!","C 0000977",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"👍 ","C 0000978",0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,0
"Hum this change is not so naive :sweat_smile:  because it seems that the order the data is extracted from the records and the order to apply the registration matters._x000D_
_x000D_
I'm going to try to improve the extract part, measure it and see if it worths it.","C 0000979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The last change seems to work, at least in my dev env but the improvement is less as you can imagine. So is not worthy to apply it just for that. Sorry for the noise. _x000D_
_x000D_
Closing this PR_x000D_
","C 0000980",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"There is a random failure being caused by the new tests being added. Can you fix it?","C 0000981",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"👋 Thanks for opening this PR ! We are targeting HEAD in our monolith and found that this commit is breaking few of our tests._x000D_
TL;DR `Model.destroy_all` doesn't do anything when fixtures gets loaded and the parent try to destroy all children, this is because the `counter_cache_value` is 0 when fixtures gets loaded, we end up not loading the target https://github.com/rails/rails/pull/35127/files#diff-7eee2aa7b5cdbffb0bc3ef2eb7d0b76fR70_x000D_
_x000D_
Although the counter_cache value not getting set seems to be an issue only in tests, isn't it risky that if for any reasons the counter_cache is desync we can end up not deleted any records?_x000D_
_x000D_
I created a reproduction script here https://gist.github.com/Edouard-chin/df15e2f11a9129880d264c8d861a11ae","C 0000982",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
"Thanks! ","C 0000983",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
"What is the plan to this class? We will always have a LegacyTemplate or we plan to remove it some day?","C 0000984",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"I think we can remove it eventually.  I want to change [this call](https://github.com/rails/rails/blob/2169bd3d2a9d2f331a5dd6e41d9d638e0da6117c/actionview/lib/action_view/template.rb#L307) to pass in the view and the source.  But for backwards compatibility we need to pass an object that has a reference to the mutated source._x000D_
_x000D_
I'll follow up with another commit that deprecates arity one blocks","C 0000985",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"I changed this to not deprecate `refresh`.  I think we might be able to deprecate and remove it in the future, but right now it's not clear.  In test, we have a custom resolver that instantiates template objects that have a view path, but aren't associated with a file:_x000D_
_x000D_
  https://github.com/rails/rails/blob/2169bd3d2a9d2f331a5dd6e41d9d638e0da6117c/actionview/lib/action_view/testing/resolvers.rb#L26-L47_x000D_
_x000D_
After this PR, the common case will be to instantiate `FileTemplate` objects, so I just implemented a `refresh` on `FileTemplate` that returns itself (since it can get the source).","C 0000986",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"> I changed this to not deprecate `refresh`. I think we might be able to deprecate and remove it in the future, but right now it's not clear. In test, we have a custom resolver that instantiates template objects that have a view path_x000D_
_x000D_
Ah right. This is something we support and José's book talk about it in the ""Retrieving View Templates from Custom Stores"" chapter https://pragprog.com/book/jvrails2/crafting-rails-4-applications","C 0000987",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"While upgrading to Rails 6.0 I'm getting warning:_x000D_
```_x000D_
DEPRECATION WARNING: Single arity template handlers are deprecated.  Template handlers must_x000D_
now accept two parameters, the view object and the source for the view object._x000D_
Change:_x000D_
  >> Class#call(template)_x000D_
To:_x000D_
  >> Class#call(template, source)_x000D_
 (called from <top (required)> at /home/wojtek/Projects/some_project/config/environment.rb:5)_x000D_
```_x000D_
which is not really clear where to find it. I suspect some gem, as I don't mess with templates in the app._x000D_
Do you have a clue how to track it?","C 0000988",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"This shouldn't be necessary if you [include `ActiveJob::TestHelper`](https://github.com/rails/rails/blob/master/activejob/lib/active_job/test_helper.rb) in your test case ([see guides](https://edgeguides.rubyonrails.org/testing.html#custom-assertions-and-testing-jobs-inside-other-components)). This gives you queue adapter overriding for free spanning from setup to teardown in tests. I believe we provide the async adapter by default if you just want your jobs to run and don't care about asserting their behaviour.","C 0000989",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Closing for reasons mentioned above. If you're testing jobs, you should be using `ActiveJob::TestHelper`. Thank you for your pull request.","C 0000990",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Thanks! In the future, you can add `[ci skip]` to your commit message for documentation-only changes to skip the Travis build.","C 0000991",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"This is fine: https://en.wiktionary.org/wiki/reraise","C 0000992",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"https://www.merriam-webster.com/dictionary/ahold","C 0000993",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"https://www.dictionary.com/browse/useable","C 0000994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Can you keep just this and revert all other changes.","C 0000995",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"sure","C 0000996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"@abhaynikam Thanks! In the future, please add [ci skip] to commit message for skip the Travis build.","C 0000997",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"@y-yagi : Sure. I'll keep that in mind. Thanks.","C 0000998",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Thanks @jhawthorn!!","C 0000999",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"I don't see `receiver` used in any other method docs for this class. Maybe ""Adds a foreign key _to the table using a supplied table name_"" would sound better?","C 0001000",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Good point. I'll use that.","C 0001001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"This change isn’t worth it. The other variables would have to be renamed as well. But let’s keep the git history here.","C 0001002",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"@kaspth reverted this change.","C 0001003",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0
"@eileencodes I confirm the fix, it's now working as it was before._x000D_
_x000D_
Thanks for this PR and for all your amazing contributions to the Rails :tada:","C 0001004",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Thanks for following up @msdundar! And thank you for testing the Rails 6 beta so we could find and fix this issue before the final release ❤️ ","C 0001005",0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
"How about just using `SQLCounter.log` instead of `SQLCounter.log_all`?_x000D_
","C 0001006",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"And also,  looks like `test_has_one_does_not_use_order_by` also have the same problem._x000D_
_x000D_
https://github.com/rails/rails/blob/41ffddbc8b7faec66a26bd48dfd36a9def6cc23f/activerecord/test/cases/associations/has_one_associations_test.rb#L36-L42","C 0001007",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Thanks for the review. Updated as suggested.","C 0001008",1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,1,0
"These test cases were added at b0a8ef1._x000D_
Seems that was intended to test `.firm` part, but it also covered `Client.find(3)` part._x000D_
I'd prefer to keep to cover both part as before to prevent any other regression in the future.","C 0001009",0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,2,0,0,0
"Show the failed queries `""ORDER BY was used in the query: #{log_all}""` was added at 3d1ff79 to ease to find the cause._x000D_
Can you add the same change to `test_belongs_to_does_not_use_order_by` too?","C 0001010",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Thanks for the review. Removing `.last` to check at least two sql queries. ","C 0001011",1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0
"Let’s call the splat argument `options`, like we do in the S3 service.","C 0001012",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Hi George,_x000D_
  I have renamed that to options now_x000D_
_x000D_
Thanks for the feedback","C 0001013",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"What do you think about renaming the `context` argument to `renderer` or similar?","C 0001014",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Ya, I think we should.","C 0001015",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"If formats is `NULL`, should change the value to `nil`? _x000D_
If this is left as `NULL(Object.new)`, it will be incorrectly judged where the value is nil or not. _x000D_
_x000D_
For example, if using web-console, `NoMethodError` will be raise in lookup context. _x000D_
_x000D_
```_x000D_
DEPRECATION WARNING: ActionView::Base instances should be constructed with a view renderer,_x000D_
assigments, and a controller._x000D_
 (called from new at /home/y-yagi/.rbenv/versions/2.6.0/lib/ruby/gems/2.6.0/gems/web-console-3.7.0/lib/web_console/template.rb:21)_x000D_
_x000D_
NoMethodError: undefined method `delete' for #<Object:0x000055e2e6120880>_x000D_
	from /home/y-yagi/src/rails/master_y_yagi/rails/actionview/lib/action_view/lookup_context.rb:258:in `formats='_x000D_
	from /home/y-yagi/src/rails/master_y_yagi/rails/actionview/lib/action_view/base.rb:206:in `build_renderer'_x000D_
	from /home/y-yagi/src/rails/master_y_yagi/rails/actionview/lib/action_view/base.rb:243:in `initialize'_x000D_
	from /home/y-yagi/.rbenv/versions/2.6.0/lib/ruby/gems/2.6.0/gems/web-console-3.7.0/lib/web_console/template.rb:21:in `new'_x000D_
	from /home/y-yagi/.rbenv/versions/2.6.0/lib/ruby/gems/2.6.0/gems/web-console-3.7.0/lib/web_console/template.rb:21:in `render'_x000D_
	from /home/y-yagi/.rbenv/versions/2.6.0/lib/ruby/gems/2.6.0/gems/web-console-3.7.0/lib/web_console/middleware.rb:37:in `block in call'_x000D_
	from /home/y-yagi/.rbenv/versions/2.6.0/lib/ruby/gems/2.6.0/gems/web-console-3.7.0/lib/web_console/middleware.rb:20:in `catch'_x000D_
	from /home/y-yagi/.rbenv/versions/2.6.0/lib/ruby/gems/2.6.0/gems/web-console-3.7.0/lib/web_console/middleware.rb:20:in `call'_x000D_
	from /home/y-yagi/src/rails/master_y_yagi/rails/actionpack/lib/action_dispatch/middleware/show_exceptions.rb:33:in `call'_x000D_
```_x000D_
","C 0001016",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"@y-yagi I think so. Can you commit the change?","C 0001017",0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"Already fixed by eda0f574f129fcd5ad1fc58b55cb6d1db71ea95c.","C 0001018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"I don't think we can iterate over `pool.connections` here without holding the pool's lock._x000D_
_x000D_
Regardless, we don't need to clear the query cache on all connections; we only need read-your-writes consistency for the current thread. If it's acceptable for a concurrent request in another process to see stale data, it should be acceptable for a concurrent request in another thread, too._x000D_
_x000D_
```suggestion_x000D_
            pool.connection.clear_query_cache! if pool.active_connection?_x000D_
```","C 0001019",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0
":+1:_x000D_
_x000D_
Beyond it being acceptable, having one thread's wipe out every cache in the system would be not-great for hit rates / performance._x000D_
_x000D_
Along that line, I think I'd actually go further, and limit this to only the current-thread-owned connection _in the peer pools_ -- the corresponding same-named pool in other handlers -- not all pools.","C 0001020",4,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0
"Yea this clearly blows up in the tests but also @eugeneius version doesn't pass either._x000D_
_x000D_
I'm starting to get really frustrated with the query cache. It seems like it just wasn't built for multiple connections and we may need to rethink it sooner rather than later.","C 0001021",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ok I found a fix I think and I'm not proud of it but the tests pass locally. I'm not sure what consequences to test for at this point if the tests pass on CI. ","C 0001022",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"@tenderlove and I looked at this today and came up with a different solution. We've fixed the issue by adding a new method that clears the query cache for all the connections but only for the current thread._x000D_
_x000D_
The reason the thread test was failing before with @eugeneius's suggested change was because when we call `clear_active_connections!` that calls `disable_query_cache` which clears all the caches for all the connections. The previous change broke that, but we made a new change that's better and more accurate.","C 0001023",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Can you change this to ""Support for _parameter permissions_ in combination with Active Model mass assignment.""?","C 0001024",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I think ""filtering"" might better convey what it actually does","C 0001025",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ah, I agree. Let's go with ""Support for _parameter filtering_ in combination with Active Model mass assignment."" instead.","C 0001026",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
